Sales Opportunity Id,Opportunity Name,Account Name,Fiscal Period,Markets L2,Opportunity Type,Sales Stage,TCV (converted),Created Date,Close Date,TCV $M,Deal Cat,Cloud $M,ITO $M,ITOC $M,Cloud Capabilities,ITO Capabilities,ITOC Capabilities,Created M,created d,created y,Close M,Close d,Clode Y,Date Created,Date Closed,Days Active,Days start,Days end,Sln Start,Sln End,ITOC CAT,FTE Base,Add FTE,Total FTE,Resource Factor,Est FTE,21/07/2025,28/07/2025,04/08/2025,11/08/2025,18/08/2025,25/08/2025,01/09/2025,08/09/2025,15/09/2025,22/09/2025,29/09/2025,06/10/2025,13/10/2025,20/10/2025,27/10/2025,03/11/2025,10/11/2025,17/11/2025,24/11/2025,01/12/2025,08/12/2025,15/12/2025,22/12/2025,29/12/2025,05/01/2026,12/01/2026,19/01/2026,26/01/2026,02/02/2026,09/02/2026,16/02/2026,23/02/2026,02/03/2026,09/03/2026,16/03/2026,23/03/2026,30/03/2026,06/04/2026,13/04/2026,20/04/2026,27/04/2026,04/05/2026,11/05/2026,18/05/2026,25/05/2026,01/06/2026,08/06/2026,15/06/2026,22/06/2026,29/06/2026,06/07/2026,13/07/2026,20/07/2026,27/07/2026,03/08/2026,10/08/2026,17/08/2026,24/08/2026,31/08/2026,07/09/2026,14/09/2026,21/09/2026,28/09/2026,05/10/2026,12/10/2026,19/10/2026,26/10/2026,02/11/2026,09/11/2026,16/11/2026,23/11/2026,30/11/2026,07/12/2026,14/12/2026,21/12/2026,28/12/2026,04/01/2027,11/01/2027,18/01/2027,25/01/2027,01/02/2027,08/02/2027,15/02/2027,22/02/2027,01/03/2027,08/03/2027,15/03/2027,22/03/2027,29/03/2027,05/04/2027,12/04/2027,19/04/2027,26/04/2027,03/05/2027,10/05/2027,17/05/2027,24/05/2027,31/05/2027,07/06/2027,14/06/2027,21/06/2027,28/06/2027,05/07/2027,12/07/2027,19/07/2027,26/07/2027,02/08/2027,09/08/2027,16/08/2027,23/08/2027,30/08/2027,06/09/2027,13/09/2027,20/09/2027,27/09/2027,04/10/2027,11/10/2027,18/10/2027,25/10/2027,01/11/2027,08/11/2027,15/11/2027,22/11/2027,29/11/2027
OPX-0021457288,AL - AnPost -FireMon Licences (3) - June/July,AN POST OR,Q2-2026,UKI-Ireland,New Work,05A - Negotiate,138770.9026,2/26/2025,7/31/2025,0.138770903,E,0,0,0,0,0,0,2,26,2025,7,31,2025,26/02/2025,31/07/2025,155,15,16,30/06/2025,15/07/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021508644,Apollo Cloud Service Azure Support,Apollo,Q2-2026,UKI-Healthcare,New Work,05A - Negotiate,190100.1923,6/12/2025,7/11/2025,0.190100192,E,0.161582578,0,0.161582578,1,0,1,6,12,2025,7,11,2025,12/06/2025,11/07/2025,29,15,3,23/06/2025,08/07/2025,1,0.2,0,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021300754,FY26 Placeholder,Apollo,Q2-2026,UKI-Healthcare,New Work,04B - Propose Solution,1300.303967,4/19/2024,7/31/2025,0.001300304,E,0,0,0,0,0,0,4,19,2024,7,31,2025,19/04/2024,31/07/2025,468,15,47,30/05/2025,14/06/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021476656,Apollo Business Observability,Apollo,Q2-2026,UKI-Healthcare,New Work,02 - Validate Opportunity,1300.018186,4/4/2025,8/28/2025,0.001300018,E,0,0,0,0,0,0,4,4,2025,8,28,2025,04/04/2025,28/08/2025,146,15,15,29/07/2025,13/08/2025,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021378104,PLACEHOLDER - AI Application Acceleration,Apollo,Q2-2026,UKI-Healthcare,New Work,01 - Understand Customer,12.99004962,9/24/2024,8/29/2025,1.299E-05,E,0,1.299E-06,1.299E-06,0,1,1,9,24,2024,8,29,2025,24/09/2024,29/08/2025,339,15,34,11/07/2025,26/07/2025,1,0.2,0,0.2,0.2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021476662,FY26-Q2 Apollo Placeholder 2,Apollo,Q2-2026,UKI-Healthcare,New Work,02 - Validate Opportunity,1300.018186,4/4/2025,9/18/2025,0.001300018,E,0,0,0,0,0,0,4,4,2025,9,18,2025,04/04/2025,18/09/2025,167,15,17,17/08/2025,01/09/2025,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021476664,FY26-Q2 Apollo Placeholder 3,Apollo,Q2-2026,UKI-Healthcare,New Work,02 - Validate Opportunity,1300.018186,4/4/2025,9/18/2025,0.001300018,E,0,0,0,0,0,0,4,4,2025,9,18,2025,04/04/2025,18/09/2025,167,15,17,17/08/2025,01/09/2025,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021476658,FY26-Q2 Apollo Placeholder 1,Apollo,Q2-2026,UKI-Healthcare,New Work,02 - Validate Opportunity,1300.018186,4/4/2025,9/18/2025,0.001300018,E,0,0,0,0,0,0,4,4,2025,9,18,2025,04/04/2025,18/09/2025,167,15,17,17/08/2025,01/09/2025,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021458888,Apollo CLM Discovery inc PoC,Apollo,Q2-2026,UKI-Healthcare,New Work,04B - Propose Solution,106682.0815,3/3/2025,9/19/2025,0.106682082,E,0,0,0,0,0,0,3,3,2025,9,19,2025,03/03/2025,19/09/2025,200,15,20,15/08/2025,30/08/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021516788,Placeholder for Further Finops,Apollo,Q2-2026,UKI-Healthcare,New Work,04B - Propose Solution,1311.995012,6/30/2025,9/29/2025,0.001311995,E,0,1.299E-06,1.299E-06,0,1,1,6,30,2025,9,29,2025,30/06/2025,29/09/2025,91,15,10,04/09/2025,19/09/2025,1,0.2,0,0.2,1,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021471316,Dell Apex Solution,Apollo,Q2-2026,UKI-Healthcare,New Work,03 - Qualify the Opportunity,649502.1174,3/26/2025,9/30/2025,0.649502117,E,0,0.649501182,0.649501182,0,1,1,3,26,2025,9,30,2025,26/03/2025,30/09/2025,188,15,19,27/08/2025,11/09/2025,1,0.2,0,0.2,0.6,0.12,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021476826,Flexera Tooling,Apollo,Q2-2026,UKI-Healthcare,New Work,04B - Propose Solution,433868.9563,4/4/2025,9/30/2025,0.433868956,E,0,0,0,0,0,0,4,4,2025,9,30,2025,04/04/2025,30/09/2025,179,15,18,28/08/2025,12/09/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021300190,ServiceNow Development,Apollo,Q3-2026,UKI-Healthcare,New Work,04B - Propose Solution,155880.5955,4/18/2024,11/14/2025,0.155880595,E,0,1.299E-06,1.299E-06,0,1,1,4,18,2024,11,14,2025,18/04/2024,14/11/2025,575,15,58,02/09/2025,17/09/2025,1,0.2,0,0.2,1,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021378092,Application Managed Services,Apollo,Q3-2026,UKI-Healthcare,New Work,01 - Understand Customer,11.32732327,9/24/2024,11/14/2025,1.13273E-05,E,0,1.299E-06,1.299E-06,0,1,1,9,24,2024,11,14,2025,24/09/2024,14/11/2025,416,15,42,18/09/2025,03/10/2025,1,0.2,0,0.2,0.2,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021378096,Application Modernization,Apollo,Q3-2026,UKI-Healthcare,New Work,01 - Understand Customer,11.32732327,9/24/2024,11/14/2025,1.13273E-05,E,0,1.299E-06,1.299E-06,0,1,1,9,24,2024,11,14,2025,24/09/2024,14/11/2025,416,15,42,18/09/2025,03/10/2025,1,0.2,0,0.2,0.2,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021486514,Lab Device replacement,Apollo,Q3-2026,UKI-Healthcare,New Work,03 - Qualify the Opportunity,311761.1909,4/28/2025,11/30/2025,0.311761191,E,0,0,0,0,0,0,4,28,2025,11,30,2025,28/04/2025,30/11/2025,216,15,22,24/10/2025,08/11/2025,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021471950,Apollo Privileged Access Management - RBAC  Squad 1 Project,Apollo,Q3-2026,UKI-Healthcare,New Work,02 - Validate Opportunity,190806.5782,3/27/2025,12/12/2025,0.190806578,E,0,0,0,0,0,0,3,27,2025,12,12,2025,27/03/2025,12/12/2025,260,15,26,01/11/2025,16/11/2025,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
